School,City,State,Latitude,Longitude,MD-PhD Program,MD-PhD_link,#1 Specialty (2025 Match),#2 Specialty (2025 Match),#3 Specialty (2025 Match),image_url,Description,Website,LCME Accreditation Status,Initial Year of LCME Accreditation,hierarchical_cluster,cluster_summary
University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa City,Iowa,41.6628229,-91.547817,Yes,https://mstp.medicine.uiowa.edu/,Internal Medicine,Family Medicine,Pediatrics,https://medicine.uiowa.edu/sites/default/files/merf.jpg,"Roy J. and Lucille A. Carver College of Medicine is a highly ranked medical school where students learn to become accomplished clinicians and top-flight researchers and educators. Students come to Iowa to study medicine in a program that uses case-based learning as the basis of their education. With its emphasis on problem-solving skills, early exposure to patients, and enhanced community-based experiences, UI medical students typically earn impressive scores on Step 1 of the U.S. Medical Licensing Examination and successfully “match” with top-quality residency programs around the country.
",https://medicine.uiowa.edu/,Full,On or prior to 1942*,12,"medical, kearney, southwestern, campus, rural"
University of Kansas School of Medicine,Kansas City,Kansas,38.374431,-97.2820626,Yes,https://www.kumc.edu/school-of-medicine/academics/degree-programs/m.d.-ph.d.-program.html,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/0/00/KUMC_2024.jpg,"The KU School of Medicine is a part of the University of Kansas Medical Center, which together with The University of Kansas Health System makes up the region's premier academic health center.
",https://www.kumc.edu/school-of-medicine.html,Full,On or prior to 1942*,37,"school, medical, university, duke, health"
University of Kentucky College of Medicine,Lexington,Kentucky,38.0309572,-84.5083902,Yes,https://medicine.uky.edu/sites/mdphd,Not available,Not available,Not available,https://medicine.uky.edu/sites/default/files/2023-12/Bowling%20Green%20Campus_0.png,"Mission 
The University of Kentucky College of Medicine promotes an environment that encourages excellence in education, access to high-quality health care, and transformative research to improve the health and wellness of Kentuckians and beyond.
 

Vision 
The UK College of Medicine is a national leader in solving the challenges in health care through transdisciplinary and transformational research, education, and advanced clinical care.  ",https://medicine.uky.edu/,Full,1960,5,"health, care, college, arizona, education"
University of Louisville School of Medicine,Louisville,Kentucky,38.2498226,-85.74749,Yes,https://louisville.edu/medicine/degrees/mdphd,Internal Medicine,Family Medicine,Pediatrics,https://louisville.edu/medicine/departments/medicine/images/ctrb2018.jpg,The School of Medicine is home to a state-of-the-art facility where pioneering research faculty lead the way with innovative medical research.,https://louisville.edu/medicine,Full,On or prior to 1942,25,"lead, home, facility, innovative, grande"
University of Maryland School of Medicine,Baltimore,Maryland,39.2889465,-76.62828,Yes,https://mdphd.umaryland.edu/,Family Medicine,Internal Medicine,Pediatrics,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/UMMC.jpg/500px-UMMC.jpg,"A Place of Discovery, Caring, and Learning
Chartered in 1807 as the first public medical school in the United States, the University of Maryland School of Medicine is into its third century – training the next generation of physicians, scientists, and health professionals, providing compassionate clinical care, and conducting advanced biomedical research to solve the generational health challenges of our time.

Throughout our history, we have been innovative leaders in academic medicine. We were the first US public medical school to open a teaching hospital in 1823, and we were the first to establish shock trauma as a medical field.

We developed aromatase inhibitor drugs as a groundbreaking breast cancer treatment in 1982, performed the most comprehensive total face transplant surgery in 2012, and played a critical role in the development and testing of the major COVID-19 vaccines.

Today, we continue to build on generations of discoveries to advance new therapies and techniques, including, in 2022, the first ever pig to human heart transplant.

More than ever, our innovative skills are needed to solve the complex individual and global health diseases and health inequities faced by millions across the nation.

Our faculty, staff, residents, trainees, and students are dedicated to leadership and social responsibility across our four mission areas: Education. Research, Patient Care, and Community. ",https://www.medschool.umaryland.edu/,Full,On or prior to 1942*,36,"public, school, health, uw, solve"
University of Massachusetts T.H. Chan School of Medicine,Worcester,Massachusetts,42.2786046,-71.765882,Yes,https://www.umassmed.edu/mdphd/,Not available,Not available,Not available,https://www.umassmed.edu/globalassets/umass-chan-news/top-story/umass-chan-campus-660.jpg,"An Introduction to UMass Chan Medical School
Welcome to UMass Chan Medical School, the commonwealth’s first and only public academic health sciences center. 

Our mission is to advance the health and wellness of our diverse communities throughout Massachusetts and across the world by leading and innovating in education, research, health care delivery and public service.

On Sept. 7, 2021, a $175 million donation from The Morningside Foundation to the Medical School was announced. The transformative gift, which is unrestricted, will allow the Medical School to recruit renowned and innovative faculty; conduct more breakthrough biomedical research; offer financial support to highly qualified and diverse students; and be ever more expansive in fulfilling our public service mission. In recognition of the historic gift and of the deep commitment to education, research and health care by the Chan family of investors, entrepreneurs and philanthropists, UMass Medical School was renamed UMass Chan Medical School. Its three graduate schools were renamed: the T.H. Chan School of Medicine; the Tan Chingfen Graduate School of Nursing; and the Morningside Graduate School of Biomedical Sciences. UMass Chan was founded in 1962 to provide affordable, high-quality medical education to state residents and to increase the number of primary care physicians practicing in underserved areas of the state.
It is consistently ranked by U.S. News & World Report as one of the leading medical schools in the nation for primary care education.
The research enterprise received approximately $302 million in federal and private research grants and contracts in fiscal year 2024.
The institution is committed to enhancing health and science education, ensuring community health, building a diverse workforce and enriching lives through extensive community outreach.
Located in Worcester, Massachusetts, UMass Chan Medical School is one of five University of Massachusetts campuses.",https://www.umassmed.edu/som/,Full,1971,37,"school, medical, university, duke, health"
University of Miami Leonard M. Miller School of Medicine,Miami,Florida,25.7904112,-80.214567,Yes,https://med.miami.edu/graduate-studies/doctoral-programs/medical-scientist-training-program,Internal Medicine,Psychiatry,Obstetrics-Gynecology,https://www.momentum2.miami.edu/img/2012-09/med_627x247.jpg,"The University of Miami Leonard M. Miller School of Medicine was established in 1952 as Florida’s first medical school, with just four faculty members and 28 medical students in its inaugural class. Since then, the Miller School has grown to become an internationally recognized institution with more than 1,700 faculty members, 48 centers and institutes, 29 clinical and basic science departments, and an average annual class cohort of more than 200 students.",https://med.miami.edu/,Full,1955,35,"arkansas, members, school, nyu, uams"
University of Michigan Medical School,Ann Arbor,Michigan,42.284005,-83.735181,Yes,https://medschool.umich.edu/programs-admissions/md-phd-program,Not available,Not available,Not available,https://medschool.umich.edu/sites/default/files/styles/medium_16_9/public/2023-07/dept_surg_medical_campus_aerial.jpeg?h=b69e0e0e&itok=yyYtEIXB,"The U-M Medical School continues its long tradition of excellence with a diverse and outstanding student body, world-renowned basic science and clinical faculty, a completely revised curriculum for the MD degree, and exceptional facilities for patient care, education and research.

Our cooperative relationships with other U-M colleges and schools — including Public Health and Engineering — foster opportunities for learners to lead interprofessional teams and participate in creative research collaborations.

The U-M Medical School consistently ranks in the top of all medical schools in the country. It also ranks near the top among all medical schools in terms of National Institutes of Health research awards. And the Medical School is in good company. U-M’s College of Engineering, Law School, School of Business Administration, School of Dentistry, College of Pharmacy, School of Nursing, School of Public Health and School of Social Work all rank in the top 10 nationally.",https://medschool.umich.edu/,Full,On or prior to 1942*,23,"available, engineering, school, law, schools"
University of Minnesota Medical School,Minneapolis,Minnesota,44.9725463,-93.2360513,Yes,https://med.umn.edu/education-training/medical-scientist-training-program-mdphd,Internal Medicine,Family Medicine,Pediatrics,https://med.umn.edu/sites/med.umn.edu/files/masonic-children-hospital-final.jpg,"Founded in 1888, the University of Minnesota Medical School educates students and graduate physicians, provides patient care, and performs biomedical and clinical research.

We offer medical, graduate and undergraduate degree programs, as well as continuing professional development. Our Medical School is one of the largest in the country, with three campuses based in the Twin Cities, Duluth, and St. Cloud Minnesota. The Twin Cities campus is an interdisciplinary research center. Our Duluth campus educates 130 first and second-year medical students committed to practicing in rural or American Indian communities. The new CentraCare Regional campus in St. Cloud offers unmatched rural-based clinical care options offered by one of the most award-winning systems in the nation. Here's what we accomplished in 2024.",https://med.umn.edu/,Full,On or prior to 1942*,12,"medical, kearney, southwestern, campus, rural"
University of Mississippi School of Medicine,Jackson,Mississippi,33.3425716,-91.172335,Yes,https://umc.edu/graduateschool/Degree-Programs/MD-PhD/MD-PhD-Overview.html,Not available,Not available,Not available,https://i.ytimg.com/vi/FjIOZCDCAM0/maxresdefault.jpg,"The University of Mississippi Medical Center, based in Jackson, is the state's only academic medical center. UMMC includes six health science schools: medicine, nursing, dentistry, health related professions, graduate studies and population health. Enrollment in all programs is more than 3,000 students.

The Medical Center's three-part mission is to improve the lives of Mississippians by educating tomorrow's health care professionals, conducting health sciences research, and providing cutting-edge patient care. A major goal of the Medical Center is the elimination of differences in health status of Mississippians based on race, geography, income or social status.

Integral to its education and research missions, UMMC provides wide-ranging patient care programs. University Hospital is a large adult in-patient facility and is joined on the Jackson campus by three specialized hospitals including the only children's hospital in Mississippi, a women and infants' hospital and a critical care hospital. UMMC offers the only Level I trauma center, the only Level IV neonatal intensive care unit, the only organ transplant programs in the state and many other specialty referral services. UMMC's faculty group of the School of Medicine includes about 700 doctors, many of them among leaders in their field, who care for patients in the hospitals and clinics on campus, around the Jackson metro area, and in outreach clinics around the state. UMMC includes three community hospitals, UMMC Holmes County in Lexington, UMMC Grenada and UMMC Madison.

With more than 10,000 full- and part-time employees, UMMC is one of the largest employers in Mississippi. The Medical Center's $2 billion annual budget - approximately one-tenth from state appropriations that are directed to assist the academic mission - represents 10 percent of the Jackson metro area economy and two percent of the state economy. UMMC continues to grow in all its mission areas.",https://umc.edu/som/SOM_Home.html,Full,On or prior to 1942*,13,"center, simulation, ummc, campus, health"
University of Missouri-Columbia School of Medicine,Columbia,Missouri,38.9382038,-92.331039,Yes,University of Missouri-Columbia School of Medicine,Internal Medicine,Family Medicine,Pediatrics,https://medicine.missouri.edu/sites/default/files/styles/16_9/public/2021-07/800x450_University-Hospital-Spring01-1_0.png?itok=UN55nL2n,"As the first publicly supported medical school west of the Mississippi River, the University of Missouri School of Medicine has improved health, education and research since 1872.

More Missouri physicians received their medical degree from MU than from any other university. The School of Medicine’s more than 680 faculty physicians and scientists educate more than 1,000 medical students, residents, fellows and others seeking advanced degrees, as well as more than 1,000 undergraduate students each semester.

Our researchers focus on lifesaving discoveries that address the most prevalent health problems. The school is nationally ranked in such areas as family and community medicine, primary care, pharmacology and physiology, and health management and informatics.

MU School of Medicine graduates treat patients from every county in the state, and more Missouri physicians have received their medical degrees from MU than from any other university.",https://medicine.missouri.edu/,Full,On or prior to 1942*,30,"school, nevada, und, physicians, primary"
University of Missouri-Kansas City School of Medicine,Kansas City,Missouri,39.0831807,-94.5777765,No,,Internal Medicine,Psychiatry,Family Medicine,https://www.umkc.edu/news/posts/2020/june/june-pics/mosaic.jpg,"Our mission is deeply rooted in community at the local, state, national and international levels. We work to advance community health through physician and health professions education, research, direct service and economic development. Learn how our strategic plan, mission and vision position us to advance community health in the decades to come.",https://med.umkc.edu/,Full,1971,3,"community, levels, health, rfu, development"
University of Nebraska College of Medicine,Omaha,Nebraska,41.0369236,-96.662655,Yes,https://www.unmc.edu/com/admissions/academic-programs/md-phd-program/index.html,Internal Medicine,Pediatrics,Family Medicine,https://www.unmc.edu/student-success/_images/academic-success/academicsuccess-onboarding-com-contact.jpg,"Find innovation in a supportive environment. A medical degree from UNMC prepares you to meet the health care needs of patients through clinical practice, biomedical science and research, problem-solving and compassion.

We are expanding our MD program to rural Nebraska, through a joint project with the University of Nebraska at Kearney. Learn about the state-of-the art classrooms, extensive simulation spaces and clinical skills laboratories at the UNMC College of Medicine at Kearney regional campus. Visit our Admissions page for resources for both our campuses: Omaha and Kearney.",https://www.unmc.edu/com/,Full,On or prior to 1942*,12,"medical, kearney, southwestern, campus, rural"
"University of Nevada, Reno School of Medicine",Reno,Nevada,39.5489689,-119.81662,Yes,https://med.unr.edu/education/medical-education/combined-md-programs,Not available,Not available,Not available,https://med.unr.edu/med/images/General/Brand%20Guide/unr-med-sign.jpg,"The University of Nevada, Reno School of Medicine was established in 1969 as a community-based medical school with a mission of educating primary care physicians for rural Nevada.
",https://med.unr.edu/,Full,1971,30,"school, nevada, und, physicians, primary"
University of New Mexico School of Medicine,Albuquerque,New Mexico,35.089456,-106.6197489,Yes,https://hsc.unm.edu/medicine/education/reo/graduate/md-phd/,Not available,Not available,Not available,https://medicalaid.org/wp-content/uploads/2023/09/University-of-New-Mexico-School-of-Medicine-UNMHSC.jpeg,"We advance the health of all New Mexicans by:

EDUCATING and increasing the diversity of health professionals, leaders and scientists
PROVIDING outstanding and compassionate medical care
ADVOCATING for the health of all New Mexicans and
PURSUING new knowledge and excellence of practice.",https://hsc.unm.edu/medicine/,Full,1964,6,"health, new, care, professionals, scientists"
University of North Carolina at Chapel Hill School of Medicine,Chapel Hill,North Carolina,35.9058442,-79.0549408,Yes,https://www.med.unc.edu/mdphd/,Internal Medicine,Pediatrics,Family Medicine,https://www.med.unc.edu/wp-content/uploads/2019/12/home-twitter.jpg,"Our mission is to improve the health and well-being of North Carolinians and others whom we serve. We accomplish this by providing leadership and excellence in the interrelated areas of patient care, education and research.

Patient Care
We promote health and provide superb clinical care while maintaining our strong tradition of reaching specific populations and reducing health disparities across North Carolina and beyond.

Education
We prepare tomorrow’s healthcare professionals and biomedical researchers from all backgrounds by facilitating learning within innovative and integrated curricula and team-oriented interprofessional education to ensure a highly skilled workforce.

Research
We develop and support a rich array of outstanding health sciences research programs, centers and resources. We provide infrastructure and opportunities for collaboration among disciplines throughout and beyond our university to support outstanding research. We foster programs in the areas of basic, translational, mechanistic and population research.",https://www.med.unc.edu/,Full,On or prior to 1942*,1,"health, services, care, research, education"
University of North Dakota School of Medicine and Health Sciences,Grand Forks,North Dakota,47.9317692,-97.07066,Yes,https://und.edu/programs/biomedical-sciences-md-phd/requirements.html,Radiology,Internal Medicine,Anesthesiology,https://med.und.edu/_files/images/med-exterior-01-180716-mobile.jpg,"Founded in 1905, UND's School of Medicine & Health Sciences is the only medical school in North Dakota. 
Today, two out of every three family physicians in the state received their medical degree from UND. Together, we are shaping the future of healthcare.",https://med.und.edu/,Full,On or prior to 1942*,30,"school, nevada, und, physicians, primary"
University of Oklahoma College of Medicine,Oklahoma City,Oklahoma,35.4797307,-97.49811,Yes,https://medicine.ouhsc.edu/prospective-students/degree-programs/md-phd,Internal Medicine,Anesthesiology,Family Medicine,https://medicine.ouhsc.edu/portals/1365/Assets/Images/Academic%20Departments/AAT%20building.jpg?ver=2020-07-22-143945-897,"Our vision is to be the premier institution for advancing medical care, education and research in the state, and to be among the leaders nationally. Our goals are Uncompromising Quality, Exceptional Service, Innovative Education, Advancing Knowledge, and Institutional Strength.

Our core values
We believe that caring for our patients must be at the center of all we do.
We act with honesty and integrity.
We respect our colleagues and co-workers.
We magnify our effectiveness through teamwork.
We improve continually through harnessing innovation and encouraging high performance.
We believe in open and effective communication.
We are committed to providing outstanding educational programs.
We will be a leader in the advancement of basic, translational and clinical research.
We embrace our social responsibilities with pride.",https://medicine.ouhsc.edu/,Full,On or prior to 1942*,11,"social, integrity, respect, values, knowledge"
University of Pittsburgh School of Medicine,Pittsburgh,Pennsylvania,40.4431328,-79.96389,Yes,https://www.mdphd.pitt.edu/,Internal Medicine,Anesthesiology,Psychiatry,https://www.medschool.pitt.edu/sites/default/files/20210414_ao_scaife_hall_0019-21-2630x810-0_813-2800_863.jpg,"Pitt Med's mission is to improve the health and well-being of individuals, communities and populations through cutting-edge research, innovative educational programs in medicine and biomedical science, and leadership in academic medicine.

We strive to implement this mission with the highest professional and ethical standards in a culture of diversity, inclusion, and cultural humility.  Our commitment is to foster an environment that enables all students, faculty, staff and the communities we serve to develop to their fullest potential.",https://www.medschool.pitt.edu/,Full,On or prior to 1942*,10,"inclusion, diversity, collaboration, humility, communities"
University of Puerto Rico School of Medicine,"San Juan, PR",,18.3964734,-66.077106,Yes,https://md.rcm.upr.edu/mdphd/,Not available,Not available,Not available,https://www.prospectivedoctor.com/wp-content/uploads/2020/03/University-of-Puerto-Rico-School-of-Medicine-San-Juan-Puerto-Rico.jpg,"Vision
As the School of Medicine of the University of Puerto Rico we aspire:
To improve the quality of life in Puerto Rico and the global community through excellence, leadership and innovation in medical and biomedical education and research in a collaborative, diverse, equitable and inclusive learning environment.
Mission
The mission of the UPR School of Medicine is to:

Educate diverse, competent, and humane physicians, researchers, and biomedical scientists.
Conduct research that positively impacts education, science, and health.
Deliver integrated high quality interdisciplinary healthcare services, including underserved population and patients with complex care needs.
Provide expert consultation, community services and advocacy efforts for all sectors of the society.",https://md.rcm.upr.edu/,Full,1954,1,"health, services, care, research, education"
University of Rochester School of Medicine and Dentistry,Rochester,New York,43.1230542,-77.629515,Yes,https://www.urmc.rochester.edu/education/md-phd,Not available,Not available,Not available,https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/education/md/documents/smh_4.jpg,"Quick Facts
NIH funding to the School of Medicine and Dentistry during the federal fiscal year ending August 2, 2019 was $247 million.
262 Principle Investigators associated with NIH grants and contracts.
The medical school admits 96 MD and 8 MD/PhD students annually who learn in the Double Helix Curriculum which was the first in the country to integrate clinical and basic science all four years and continues to offer early meaningful clinical experience. Our focus on self-directed, life-long learning incorporates the Biopsychosocial Model which began in Rochester. With opportunities in research, community service and international health, students can pursue personal interests within the curriculum.
There is a total of 865 trainees in ACGME accredited programs.
Nearly 500 graduate students and 200 postdoctoral appointees are in training to become the basic, translational and clinical investigators of the future.
There are 1973 total full-time faculty at the school.",https://www.urmc.rochester.edu/smd,Full,On or prior to 1942*,14,"students, medical, stritch, basic, excel"
University of South Carolina School of Medicine Columbia,Columbia,South Carolina,33.9784797,-80.965057,Yes,https://sc.edu/study/colleges_schools/medicine/education/md_program/md_phd/,Emergency Medicine,Internal Medicine,Pediatrics,https://sc.edu/study/colleges_schools/medicine/research/images_and_documents/research_home_placeholder_image.jpg,"Mission, Vision, Values and Strategic Priorities
The faculty, staff and students of the School of Medicine Columbia are guided by the school's mission statement, vision statement, core values and strategic plan.

Our Mission
We serve the people of South Carolina and beyond through exemplary biomedical education, transformative research and compassionate care for all.

Our Vision
We are a promise in practice, leading toward a healthier South Carolina and beyond.",https://sc.edu/study/colleges_schools/medicine/,Full,1976,20,"south, carolina, dakota, vision, promise"
University of South Carolina School of Medicine Greenville,Greenville,South Carolina,34.8215556,-82.41399,No,,Not available,Not available,Not available,https://www.sc.edu/study/colleges_schools/medicine_greenville/_resources/ldp-galleries/.private_ldp/a312498/production/master/b7c742d2-295f-4561-b93e-cfd4ba966d02.jpg,"There’s a different kind of medical school in Upstate South Carolina, a place where tomorrow’s doctors train alongside today’s physicians and all members of the interdisciplinary healthcare team from day one. The University of South Carolina School of Medicine Greenville offers a hands-on, real-world experience that isn’t a mere promise for the future, but a way of life.",https://sc.edu/study/colleges_schools/medicine_greenville/,Full,2011,20,"south, carolina, dakota, vision, promise"
"University of South Dakota, Sanford School of Medicine",Sioux Falls,South Dakota,42.7822009,-96.931081,Yes,https://www.usd.edu/Academics/Graduate-Programs/Physician-Scientist,Family Medicine,Internal Medicine,Anesthesiology,https://www.usd.edu/-/media/Project/USD/DotEdu/Academics/Colleges-and-Schools/Medicine/Medicine-Home/LeeMed_hero.jpg?rev=8c68cf4a78db4c2aa3ebe7d16af01a21&w=1900&la=en&hash=291CFD6DC41DD45190A2F764DD0E3A42,"Known for Excellence
At the Sanford School of Medicine, you'll receive a high-quality education strengthened by hands-on clinical experiences and our faculty's research. What makes us exceptional:
99
We rank in the 99th percentile for our graduates practicing in rural areas.
15-point-4-million-diff
We were awarded $15.4 million in external research grants and contracts in 2023
Learn more about our publications and awards.

One in the state of South Dakota
80% of our students plan to practice in South Dakota.
2,000
More than 2,000 South Dakota practicing physicians teach our students every year.",https://www.usd.edu/Academics/Colleges-and-Schools/sanford-school-of-medicine,Full,On or prior to 1942*,20,"south, carolina, dakota, vision, promise"
University of Tennessee Health Science Center College of Medicine,Memphis,Tennessee,35.1397808,-90.0342379,Yes,https://www.uthsc.edu/medicine/admissions/md-phd.php,Internal Medicine,Pediatrics,Radiology,https://news.uthsc.edu/wp-content/uploads/sites/4/2023/05/Campus-Buildings-110.jpg,"The College of Medicine is a member of the Association of American Medical Colleges (AAMC) and is accredited by the Liaison Committee on Medical Education (LCME), which represents the Council on Medical Education of the American Medical Association and the Association of American Medical Colleges (AAMC). The Colleges GME programs are accredited by the Accreditation Council for Graduate Medical Education (ACGME). The Physician Assistant Program is accredited by ARC-PA. The College also is accredited by the Southern Association of Colleges and Schools (SACS) through the UT Health Science Center.

There are 27 departments on our Memphis Campus, nine departments on our Knoxville campus, ten departments on our Chattanooga campus, and one department on our Nashville campus. Medical students from the College of Medicine spend their first two years on the Memphis Campus and then rotate on all four campuses for clinical training. GME Programs and active research and clinical practice programs are present at all four College of Medicine campuses.",https://www.uthsc.edu/medicine/,Full,On or prior to 1942*,17,"medical, college, colleges, florida, program"
University of Texas Medical Branch John Sealy School of Medicine,Galveston,Texas,29.3107082,-94.779827,Yes,https://www.utmb.edu/mdphd,Not available,Not available,Not available,https://marvel-b1-cdn.bc0a.com/f00000000290195/www.utmb.edu/images/utmbnewsroomlibraries/awards/old-red.jpg?sfvrsn=2ce36956_1,"UTMB will strive to create tomorrow's medicine today by discovery and application of new knowledge, and by inspiring lifelong learning and clinical excellence. We will accomplish this mission through innovative leadership and a steadfast commitment to scholarship and service excellence by:

Educating and inspiring skilled physicians and scientists who are dedicated to lifelong learning and reflect the diversity of the people whom we serve.
Enhancing the well-being of our global community by expanding the frontiers of our basic and applied scientific knowledge and its translation from the bench to the bedside.
Improving the health of all individuals by providing outstanding evidence-based, compassionate, culturally fluent patient care, which recognizes the utmost importance of human interest, values and dignity.
Sharing our talents to form partnerships with others — individuals, communities, governments, foundations, schools/universities and industries — in the service of our community, our state and the world.",https://som.utmb.edu/,Full,On or prior to 1942*,7,"knowledge, centered, need, 21st, exemplary"
University of Texas Rio Grande Valley School of Medicine,Edinburgh,Texas,26.308766,-98.177444,No,,Not available,Not available,Not available,https://www.utrgv.edu/school-of-medicine/_files/images/page-header/som-page-header-og-1200x630.webp,"The University of Texas Rio Grande Valley School of Medicine uses innovative, competency-based medical education to train the next generation of physicians who are committed to improving the lives and well-being of their communities through innovative research and compassionate, patient-centered care, as well as biomedical scientists who will lead the charge in advancing research on diseases such as diabetes and infectious diseases that affect the Rio Grande Valley and beyond.",https://www.utrgv.edu/school-of-medicine/,Full,2015,25,"lead, home, facility, innovative, grande"
University of Texas Southwestern Medical School,Dallas,Texas,32.813084,-96.845489,Yes,https://www.utsouthwestern.edu/education/graduate-school/programs/mstp/,Internal Medicine,Family Medicine,Emergency Medicine,https://www.utsystem.edu/sites/default/files/styles/default_max_width/public/front-facade-2.jpg?itok=SzgB-DDZ,"UT Southwestern Medical School uses an innovative curriculum and early clinical experiences in some of the nation’s most dynamic health care facilities to train the physicians of tomorrow. Each year, we admit approximately 230 students to begin the next phase of their medical career alongside an intellectually curious class of learners.

At UT Southwestern Medical School, learners’ skills are developed through an emphasis on student mentorship by renowned faculty, access to diverse educational opportunities, and student-centered learning communities. Since our founding in 1943, UT Southwestern has been committed to developing the next generation of well-rounded leaders in clinical care and research.

Few medical schools nationally – and none in the Southwest – can match the overall educational excellence UT Southwestern offers in its classrooms, laboratories, clinics, and hospitals at an unparalleled cost of tuition. Our promise to students is to provide them with:

High-quality, well-rounded medical education
Elite training alongside a supportive campus community
Extremely affordable tuition",https://www.utsouthwestern.edu/education/medical-school/,Full,1943,12,"medical, kearney, southwestern, campus, rural"
University of Virginia School of Medicine,Charlottesville,Virginia,38.0316117,-78.5035,Yes,https://med.virginia.edu/mstp/,Internal Medicine,Anesthesiology,Pediatrics,https://med.virginia.edu/about-uva-som/wp-content/uploads/sites/428/2022/01/About-SOM_1900x520_02.png,"At the University of Virginia School of Medicine, our mission is to transform health and inspire hope for all Virginians and beyond. Our vision is to be the nation’s leading public academic School of Medicine and the best place to work-while transforming patient care, research, education and management with the diverse communities we serve.",https://med.virginia.edu/,Full,On or prior to 1942*,31,"health, transforming, school, indiana, medicine"
University of Washington School of Medicine,Seattle,Washington,47.6505319,-122.311943,Yes,https://mstp.washington.edu/,Internal Medicine,Family Medicine,Pediatrics,https://www.solomonadmissions.com/wp-content/uploads/2023/11/University-Of-Washington-School-of-Medicine-Square.jpg,"The UW School of Medicine is dedicated to improving the general health and well-being of the public. In pursuit of its goals, the School is committed to excellence in biomedical education, research and healthcare. Learn more about the School's new Strategic Plan.
",https://www.uwmedicine.org/school-of-medicine,Full,1945,36,"public, school, health, uw, solve"
University of Wisconsin School of Medicine and Public Health,Madison,Wisconsin,43.0778839,-89.432267,Yes,https://www.med.wisc.edu/education/md-phd/,Not available,Not available,Not available,https://media.licdn.com/dms/image/v2/C561BAQGK6V9U1vzgzQ/company-background_10000/company-background_10000/0/1585481001210/uw_school_of_medicine_and_public_health_cover?e=2147483647&v=beta&t=n1z9S6aan-buGGEEaYq7RdbTRIDx9mvmooq-uOClT80,"About Us
The UW School of Medicine and Public Health strives to improve the health and well-being of people in Wisconsin and beyond.

Integrated Approach
The school began offering a 2-year medical curriculum in 1907 and welcomed the first class of medical students for a comprehensive 4-year degree in 1925. In 2006, it became the nation’s first school of medicine and public health, integrating social, environmental, economic and public policy issues into our teaching, research, clinical care and community service missions.

Our goal is to train health, public health and research professionals who think broadly as they seek to solve society’s most pressing health challenges.",https://www.med.wisc.edu/,Full,On or prior to 1942*,36,"public, school, health, uw, solve"
USF Health Morsani College of Medicine,Tampa,Florida,27.9437668,-82.4519979,Yes,https://health.usf.edu/medicine/graduatestudies/md-phd/overview,Not available,Not available,Not available,https://www.usfhealthonline.com/wp-content/uploads/sites/2/2020/03/imgpsh_mobile_save.jpg,"Mission Statement
USF Health Morsani College of Medicine aims to provide the education of students and professionals of the health and biomedical sciences through the creation of a scholarly environment that fosters excellence in the lifelong goals of education, research activity and compassionate patient care.

Vision
The USF Health Morsani College of Medicine will become a top quartile U.S. medical school by fostering excellence among its current faculty and recruiting creative physician scientists, innovative clinicians and master educators to continue to attract academically qualified, intellectually curious and compassionate students while embracing community, high value patient care, and industry partnerships that enable strategic growth.",https://health.usf.edu/medicine,Full,1971,5,"health, care, college, arizona, education"
Vanderbilt University School of Medicine,Nashville,Tennessee,36.1431784,-86.8045407,Yes,https://medschool.vanderbilt.edu/mstp/,Internal Medicine,Radiology,Pediatrics,https://cdn.vanderbilt.edu/t2-main/medschool-prd/wp-content/uploads/sites/107/2024/12/Untitled-design-83.png,"The Vanderbilt University School of Medicine administers degree programs that provide students with the knowledge, skills, and attitudes they will need to practice safe, effective, ethical, evidence-based, and patient-centered health care in the 21st century, and to contribute to the knowledge base supporting it.
",https://medschool.vanderbilt.edu/,Full,On or prior to 1942*,7,"knowledge, centered, need, 21st, exemplary"
Virginia Commonwealth University School of Medicine,Richmond,Virginia,37.5397264,-77.43284,Yes,https://medschool.vcu.edu/education/graduate/dual-degree/mdphd/,Internal Medicine,Family Medicine,Pediatrics,https://orthopaedics.vcu.edu/media/medschool2018/site-assets/img/default-images/AerialCampus-web.jpg,"From our beginnings in 1838 to today, as part of a thriving urban comprehensive academic medical center, the Virginia Commonwealth University School of Medicine has maintained a reputation for excellence in teaching, research and patient care. Our tradition of excellence provides a foundation for innovation as we move through the 21st century.

The VCU School of Medicine accounts for almost half of VCU’s sponsored research awards and for 87% of the university’s National Institutes of Health funding. The school’s $300 million-plus research strategic plan calls for an infusion of human capital and physical infrastructure that will invigorate a culture of scientific discovery.",https://medschool.vcu.edu/,Full,On or prior to 1942*,37,"school, medical, university, duke, health"
Virginia Tech Carilion School of Medicine,Roanoke,Virginia,37.2575838,-79.945173,Yes,https://beam.vt.edu/graduate/biomedical/md-phd.html,Not available,Not available,Not available,https://medicine.vtc.vt.edu/content/medicine_vtc_vt_edu/en/campus-tour/_jcr_content/article-image.transform/m-medium/image.jpg,"The Virginia Tech Carilion School of Medicine represents a new way forward in medical education. A unique, public-private partnership between a cutting-edge research university and a major health care institution, the school educates physician thought leaders through inquiry, research, and discovery.",https://medicine.vtc.vt.edu/,Full,2009,9,"cutting, edge, uconn, innovation, health"
